vol*pri,symbol,date,name
38433859827,NVDA,2025-05-13,Nvidia Corp.
5310455170,COST,2025-05-13,Costco Wholesale Corp.
4475976786,BABA,2025-05-13,
3292793860,WMT,2025-05-13,
2748110288,MRVL,2025-05-13,Marvell Technology Group
2332739229,CRM,2025-05-13,Salesforce.Com Inc
1723445520,HD,2025-05-13,Home Depot
1352586760,CSCO,2025-05-13,Cisco Systems
1030058017,INTU,2025-05-13,Intuit Inc.
861906752,AMAT,2025-05-13,Applied Materials
